Target_genes	YAP1|Average	SRX5718139|293	SRX5718140|293	SRX2858139|BEL-7402	SRX2858140|BEL-7402	SRX2858141|BEL-7402	SRX731134|CC-LP-1	SRX731139|CC-LP-1	SRX757325|H2052	SRX757326|H2052	SRX2558410|HBMEC	SRX2558412|HBMEC	SRX2844314|hESC_H1	SRX2844315|hESC_H1	SRX1011294|HuCCT1	SRX1011297|HuCCT1	SRX1038944|IMR-90	SRX1038945|IMR-90	SRX3401274|MCF-7	SRX5287688|MCF-7	SRX5287689|MCF-7	SRX5287705|MCF-7	SRX5287708|MCF-7	SRX4213898|MCF_10A	SRX4213899|MCF_10A	SRX883576|MDA-MB-231	SRX883577|MDA-MB-231	SRX1004562|MSTO-211H	SRX8400470|NCI-H1299	SRX8400471|NCI-H1299	SRX731141|NCI-H69	SRX731142|NCI-H69	SRX530920|OVCAR-5	SRX5887611|PC-9	SRX5887614|PC-9	SRX5887618|PC-9	SRX5887621|PC-9	SRX716555|SF268	SRX716556|SF268	SRX5287694|T-47D	SRX5287695|T-47D	STRING
UBL7	20.725000	0	188	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	253	169	0	0	0
OR1F1	20.725000	0	80	0	0	0	0	0	235	208	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0
F2RL2	20.725000	0	273	0	0	0	0	0	384	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDZD8	20.700000	0	828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX1	20.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	128	0	0	0	0	0	0	0	0	0	0	0	136	407	0	0	0
CCT8	20.675000	0	124	0	0	0	0	0	138	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	242	0	0	0
ALDH3B2	20.675000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	95	0	115	0	0	243	193	0
TMEM69	20.650000	0	0	0	0	0	0	0	206	135	0	0	0	0	0	0	83	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0
OR51F2	20.650000	0	0	0	0	0	0	0	354	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM41A	20.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	211	237	0	0	0	0	0	0	103	0	0	0	0	0	154	0	0	0
ZNF670	20.600000	0	0	0	0	0	0	0	166	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	109	0	0	0	0	140	150	0	0	0
LRFN4	20.600000	0	183	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	138	0	83	0	0	0	129	0
EEF2KMT	20.600000	0	256	0	0	0	0	0	192	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	123	0	0	0	0	0	0	0	0
IPMK	20.575000	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	164	0	0	0	0	300	105	0
TIPRL	20.525000	0	350	0	0	0	0	0	145	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	85	0	0	0
TAL2	20.525000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398	215	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF3	20.500000	0	152	0	0	0	0	0	163	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	107	112	0	0	0
MAML2	20.500000	0	236	0	0	0	0	0	112	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	167	0	0	0
GINS3	20.500000	0	0	0	0	0	0	0	235	118	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	204	0	0	0
CYP4F8	20.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	251	0	0	0	0	0	0	0	0	0	0	0	0	233	134	0	0	0	0	0	0	0
ZBTB41	20.475000	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	189	0	0	0	0	0	0	0	0	0	0	0	0	201	205	0	0	0
WDR41	20.475000	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	126	0	0	0	209	112	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0
RALGPS2	20.475000	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	195	0
IL26	20.475000	0	547	0	0	0	0	0	205	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLOT2	20.475000	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	220	0	0	0	0	0	0	0	0	100	0	0	0	0	69	0	0	0
FCF1	20.475000	0	0	0	0	0	0	0	255	149	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	134	0	0	0
CRB1	20.475000	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	189	0	0	0	0	0	0	0	0	0	0	0	0	201	205	0	0	0
CCNT1	20.475000	0	0	0	0	0	0	0	254	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	162	140	0	0	0
AREL1	20.475000	0	0	0	0	0	0	0	255	149	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	134	0	0	0
SPATA5	20.425000	0	0	0	0	0	0	0	171	199	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	129	0	0	0
NUDT6	20.425000	0	0	0	0	0	0	0	171	199	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	129	0	0	0
FUNDC1	20.425000	0	533	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0
C5orf49	20.425000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440	377	0
TUBGCP3	20.400000	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	184	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0
THEM6	20.400000	0	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	143	0	0	0
PIK3CD	20.400000	0	0	0	0	0	0	0	270	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0
PHKG2	20.400000	0	149	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	124	0	134	0	0	0	0	0
UBE3B	20.375000	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	313	275	0	0	0
KLHL12	20.375000	0	113	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	119	0	0	0	0	0	0	0	0	0	0	0	0	155	191	0	0	0
KCTD10	20.375000	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	313	275	0	0	0
CRYGC	20.375000	0	526	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TM2D1	20.350000	0	103	0	0	0	0	0	144	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	196	0	0	0
STAM	20.350000	0	0	0	0	0	0	0	241	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	134	0	0	0	0	0	0	0
NEU1	20.325000	0	94	0	0	0	0	0	272	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	97	0	0	0	140	0	0	0
DECR1	20.325000	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	114	195	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	149	0
BRI3BP	20.325000	0	98	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	349	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0
ANGEL2	20.325000	0	106	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	167	166	0	0	0
ANG	20.300000	0	0	0	0	0	0	0	190	180	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	108	0	0	0
RGPD5	20.275000	0	118	0	0	0	0	0	153	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	240	0
PKIG	20.275000	0	100	0	0	0	0	0	367	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XKR8	20.250000	0	179	0	0	0	0	0	313	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0
FBXO22	20.225000	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	122	0	0	0	0	0	0	127	0	0	0	0	72	151	0	0	0
ZBTB37	20.175000	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	80	0	0	0	0	0	0	0	0	119	122	0	0	176	143	0	0	0
IL32	20.175000	0	227	0	0	0	0	0	322	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACY1	20.175000	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	195	0	133	0	0	0	0	0
TSPAN14	20.150000	0	112	0	0	0	0	0	395	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUPT4H1	20.150000	0	196	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	102	0	0	0	0	0	0	0	0	95	0	0	0	0	0	157	0	0
PPWD1	20.150000	0	0	0	0	0	0	0	259	237	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	98	0	0	0
LYPLA2	20.150000	0	100	0	0	0	0	0	239	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	144	0	0	0
COPS7A	20.150000	0	194	0	0	0	0	0	180	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	121	116	0	0	0
CENPK	20.150000	0	0	0	0	0	0	0	259	237	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	98	0	0	0
SLC35A4	20.125000	0	224	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	100	0	0	111	83	0	0	0
IL17RE	20.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	189	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	269	0	0
BUB1B	20.125000	0	257	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	173	0	0	0
APBB3	20.125000	0	224	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	100	0	0	111	83	0	0	0
CIITA	20.100000	0	0	0	0	0	0	0	558	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YTHDF2	20.075000	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	207	0	0	0	0	0	0	0	0	0	0	0	68	129	0	0	0
HEMK1	20.075000	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	132	0	0	0	259	144	0	0	0
TAF11	20.050000	0	0	0	0	0	0	0	279	135	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	81	0	0	0
SYCP2L	20.050000	0	274	0	0	0	0	0	171	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	89	0	0	0	0	0	0	0
ZSCAN12	20.025000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	439	234	0	0	0
ZNF837	20.025000	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	241	148	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0
SCAMP1	20.025000	0	151	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	107	0	0	0	93	172	0	0	0
PLK3	20.000000	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	188	0	0	0	101	0	0	0
DUSP14	20.000000	0	150	0	0	0	0	0	327	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCNX3	19.950000	0	0	0	0	0	0	0	354	340	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF16	19.925000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	103	0	0	0	166	222	108	0	0
YES1	19.925000	0	0	0	0	0	0	0	171	534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0
MYBBP1A	19.925000	0	194	0	0	0	0	0	199	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	84	72	0	0	0
GGCT	19.925000	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	96	186	0	0
VPS11	19.900000	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	377	0	0	0
HSPA4	19.900000	0	0	0	0	0	0	0	184	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	154	0	0	0	113	0	0	0	0
FHOD1	19.900000	0	796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DFFA	19.900000	0	0	0	0	0	0	0	245	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	154	0	0	0
CELF1	19.900000	0	156	0	0	0	0	0	329	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0
UBE4A	19.875000	0	0	0	0	0	0	0	266	112	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	181	0	0	0
NDRG1	19.875000	0	0	0	0	0	0	0	143	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	238	88	0	85	0	0	0	0	0
PSMD1	19.850000	0	0	0	0	0	0	0	185	140	0	0	0	0	0	0	0	169	0	0	0	0	0	0	59	0	0	0	0	0	0	0	121	0	0	0	0	120	0	0	0	0
LCMT2	19.850000	0	264	0	0	0	0	0	143	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	82	0	0	0
HEXA	19.850000	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	384	0	0	0
ADAL	19.850000	0	264	0	0	0	0	0	143	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	82	0	0	0
TTK	19.825000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	110	0	0	0	0	0	0	0	0	218	100	0	0	0	0	171	0	0
MMACHC	19.825000	0	0	0	0	0	0	0	162	162	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	151	70	0	0	0
DMAC1	19.825000	0	107	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VCPIP1	19.800000	0	115	0	0	0	0	0	153	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	119	120	0	0	0
GARS1	19.800000	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	111	139	0	0	0	0	0	0	0	0	0	0	0	128	165	0	0	0
ELSPBP1	19.800000	0	792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC39A13	19.775000	0	86	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	214	0	0	0	0
PPP1R3D	19.775000	0	0	0	0	0	0	0	248	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	186	74	0	0
OPTN	19.775000	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	127	0	0	0	0	92	0	0
MAGEF1	19.775000	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	157	0	0	0	0	0	0	0	0	156	169	0	0	0	0	0	0	0
FOXN2	19.775000	0	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	98	0	0	0	129	0	0	0
FAM217B	19.775000	0	0	0	0	0	0	0	248	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	186	74	0	0
EIF2AK3	19.775000	0	0	0	0	0	0	0	334	230	0	0	0	0	0	0	0	70	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0
CCDC3	19.775000	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	127	0	0	0	0	92	0	0
MAP6D1	19.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	790	0
HIBADH	19.750000	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	121	0	0	0	143	91	123	0	0
ACP3	19.750000	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	140	0	0	0	0	0	0	0	0	0	0	0	0	187	124	0	0	0	0	0	0	0
SPTLC3	19.725000	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	176	141	0	0	0	0	197	0	0
KANK2	19.725000	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	161	125	0	0	0	0	0	0	0
GLYATL1	19.725000	0	0	0	0	0	0	0	110	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	294	0
BTRC	19.725000	0	0	0	0	0	0	0	307	149	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0
RNF224	19.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	325	0	103	0	0	0	0	0
GRAMD1C	19.675000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	292	351	0
ALDH7A1	19.675000	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	195	0	0	0
USP48	19.650000	0	0	0	0	0	0	0	181	111	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	192	0	0	0
NEK9	19.650000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	260	210	0	0	78	99	0	0	0
GCNT1	19.650000	0	0	0	0	0	0	0	353	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NIP7	19.600000	0	0	0	0	0	0	0	294	169	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0
LIMS2	19.600000	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	315	99	0	0	0
COG8	19.600000	0	0	0	0	0	0	0	294	169	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0
RAPGEF5	19.575000	0	215	0	0	0	0	0	268	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA2	19.575000	0	65	0	0	0	0	0	233	177	0	0	0	0	0	0	109	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0
IK	19.575000	0	65	0	0	0	0	0	233	177	0	0	0	0	0	0	109	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0
CYP51A1	19.575000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	164	0	0	0	100	0	135	0	0	94	203	0	0	0
CCN3	19.550000	0	132	0	0	0	0	0	191	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	158	0	0	0
CTDSP1	19.525000	0	123	0	0	0	0	0	117	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	222	0	0	0
LOC101928764	19.500000	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	218	0	0	0
HARS2	19.500000	0	0	0	0	0	0	0	204	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	141	106	0	0	0
HARS1	19.500000	0	0	0	0	0	0	0	204	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	141	106	0	0	0
YOD1	19.450000	0	122	0	0	0	0	0	354	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POC1B-GALNT4	19.450000	0	0	0	0	0	0	0	136	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	151	0	0	0	0	0	0	0	0	0	0	0	133	189	0	0	0
POC1B	19.450000	0	0	0	0	0	0	0	136	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	151	0	0	0	0	0	0	0	0	0	0	0	133	189	0	0	0
ID4	19.450000	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	296	0	0	0
ATP6V0D2	19.450000	0	0	0	0	0	0	0	296	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0
IREB2	19.425000	0	121	0	0	0	0	0	135	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	96	117	0	0	0
HSPB6	19.425000	0	179	0	0	0	0	0	382	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP5	19.400000	0	0	0	0	0	0	0	184	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	272	0	0	0
SNX27	19.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	70	0	0	0	0	261	82	0	0	0	137	0	0	0
PTPN23	19.400000	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	96	0	115	0	195	0	0	0
PPM1M	19.400000	0	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0
EIF2B4	19.400000	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	213	204	0	0	0
CDCA3	19.400000	0	0	0	0	0	0	0	184	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	272	0	0	0
ZNF653	19.375000	0	128	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	94	88	130	0	0	0	0	0
